2026-08-09 22:40:21.298 | E-ZZIO CODE RELOCATION ENGINE START
2026-08-09 22:40:30.005 | DRY-RUN terminé — aucune modification
2026-08-09 22:40:45.429 | Execution cancelled by user
2026-08-09 22:40:47.084 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\dns__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.086 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\dns\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.087 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\dns\src\oci_cli_dns__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.089 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\dns\src\oci_cli_dns\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.090 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\dns\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.091 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\em_warehouse__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.092 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\em_warehouse\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.093 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\em_warehouse\src\oci_cli_em_warehouse__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.094 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\em_warehouse\src\oci_cli_em_warehouse\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.096 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\em_warehouse\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.097 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\email_data_plane__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.098 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\email_data_plane\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.099 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\email_data_plane\src\oci_cli_email_dp__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.100 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\email_data_plane\src\oci_cli_email_dp\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.101 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\email_data_plane\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.102 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\email__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.104 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\email\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.106 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\email\src\oci_cli_email__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.107 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\email\src\oci_cli_email\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.108 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\email\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.109 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\events__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.110 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\events\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.111 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\events\src\oci_cli_events__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.112 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\events\src\oci_cli_events\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.113 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\events\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.115 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\file_storage__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.116 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\file_storage\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.117 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\file_storage\src\oci_cli_file_storage__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.118 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\file_storage\src\oci_cli_file_storage\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.119 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\file_storage\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.121 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_apps_management__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.122 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_apps_management\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.123 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_apps_management\src\oci_cli_fleet_apps_management_admin__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.124 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_apps_management\src\oci_cli_fleet_apps_management_admin\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.125 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_apps_management\src\oci_cli_fleet_apps_management_catalog__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.126 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_apps_management\src\oci_cli_fleet_apps_management_catalog\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.127 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_apps_management\src\oci_cli_fleet_apps_management_maintenance_window__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.128 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_apps_management\src\oci_cli_fleet_apps_management_maintenance_window\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.130 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_apps_management\src\oci_cli_fleet_apps_management_operations__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.131 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_apps_management\src\oci_cli_fleet_apps_management_operations\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.132 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_apps_management\src\oci_cli_fleet_apps_management_provision__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.133 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_apps_management\src\oci_cli_fleet_apps_management_provision\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.134 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_apps_management\src\oci_cli_fleet_apps_management_runbooks__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.135 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_apps_management\src\oci_cli_fleet_apps_management_runbooks\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.137 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_apps_management\src\oci_cli_fleet_apps_management_work_request__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.138 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_apps_management\src\oci_cli_fleet_apps_management_work_request\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.139 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_apps_management\src\oci_cli_fleet_apps_management__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.140 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_apps_management\src\oci_cli_fleet_apps_management\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.141 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_apps_management\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.142 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_software_update__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.144 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_software_update\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.145 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_software_update\src\oci_cli_fleet_software_update__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.146 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_software_update\src\oci_cli_fleet_software_update\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.147 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fleet_software_update\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.148 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\functions__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.150 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\functions\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.151 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\functions\src\oci_cli_functions_invoke__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.152 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\functions\src\oci_cli_functions_invoke\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.153 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\functions\src\oci_cli_functions_management__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.155 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\functions\src\oci_cli_functions_management\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.156 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\functions\src\oci_cli_functions__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.161 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\functions\src\oci_cli_functions\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.162 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\functions\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.163 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fusion_apps__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.165 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fusion_apps\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.166 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fusion_apps\src\oci_cli_fusion_applications__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.168 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fusion_apps\src\oci_cli_fusion_applications\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.169 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\fusion_apps\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.170 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\gdp__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.171 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\gdp\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.172 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\gdp\src\oci_cli_guarded_data_pipeline__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.173 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\gdp\src\oci_cli_guarded_data_pipeline\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.175 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\gdp\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.176 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_agent_runtime__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.177 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_agent_runtime\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.178 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_agent_runtime\src\oci_cli_generative_ai_agent_runtime__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.179 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_agent_runtime\src\oci_cli_generative_ai_agent_runtime\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.180 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_agent_runtime\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.182 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_agent__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.183 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_agent\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.184 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_agent\src\oci_cli_generative_ai_agent__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.186 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_agent\src\oci_cli_generative_ai_agent\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.187 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_agent\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.188 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_data__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.189 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_data\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.190 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_data\src\oci_cli_cancel_enrichment_job__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.191 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_data\src\oci_cli_cancel_enrichment_job\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.192 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_data\src\oci_cli_generate_enrichment_job__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.193 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_data\src\oci_cli_generate_enrichment_job\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.195 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_data\src\oci_cli_generate_sql_from_nl_job__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.197 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_data\src\oci_cli_generate_sql_from_nl_job\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.198 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_data\src\oci_cli_generative_ai_data__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.199 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_data\src\oci_cli_generative_ai_data\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.200 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_data\src\oci_cli_get_enrichment_job__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.201 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_data\src\oci_cli_get_enrichment_job\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.202 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_data\src\oci_cli_list_enrichment_jobs__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.203 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_data\src\oci_cli_list_enrichment_jobs\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.204 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_data\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.205 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_inference__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.206 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_inference\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.208 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_inference\src\oci_cli_generative_ai_inference__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.209 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_inference\src\oci_cli_generative_ai_inference\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.210 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai_inference\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.211 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.213 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.214 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai\src\oci_cli_generative_ai__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.215 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai\src\oci_cli_generative_ai\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.217 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generative_ai\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.218 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generic_artifacts_content__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.219 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generic_artifacts_content\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.220 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generic_artifacts_content\src\oci_cli_generic_artifacts_content__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.222 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generic_artifacts_content\src\oci_cli_generic_artifacts_content\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.223 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\generic_artifacts_content\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.224 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\golden_gate__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.225 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\golden_gate\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.227 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\golden_gate\src\oci_cli_golden_gate__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.228 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\golden_gate\src\oci_cli_golden_gate\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.229 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\golden_gate\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.230 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\governance_rules_control_plane__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.231 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\governance_rules_control_plane\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.232 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\governance_rules_control_plane\src\oci_cli_governance_rule__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.234 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\governance_rules_control_plane\src\oci_cli_governance_rule\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.235 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\governance_rules_control_plane\src\oci_cli_governance_rules_control_plane__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.236 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\governance_rules_control_plane\src\oci_cli_governance_rules_control_plane\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.237 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\governance_rules_control_plane\src\oci_cli_work_request__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.238 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\governance_rules_control_plane\src\oci_cli_work_request\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.239 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\governance_rules_control_plane\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.240 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\healthchecks__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.241 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\healthchecks\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
